type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8
OD,od-cpsaa1.1,CPSAA1.1,"Fortalece el optimismo, la resiliencia, la autoeficacia y la búsqueda de objetivos de forma autónoma para hacer eficaz su aprendizaje.",kc-cpsaa,,,,,,,
OD,od-ce3,CE3,"Lleva a cabo el proceso de creación de ideas y soluciones innovadoras y toma decisiones, con sentido crítico y ético, aplicando conocimientos técnicos específicos y estrategias ágiles de planificación y gestión de proyectos, y reflexiona sobre el proceso realizado y el resultado obtenido, para elaborar un prototipo final de valor para el resto de las personas, considerando tanto la experiencia de éxito como de fracaso, una oportunidad para aprender.",kc-ce,,,,,,,
SC,sc-edmn2-1,CEs 1,"Analizar la actividad empresarial y emprendedora, reconociendo el poder de transformación que ejercen en la sociedad y reflexionando sobre el valor de la innovación y la digitalización en este proceso, para comprender el papel que desempeñan dentro del funcionamiento global de la economía actual.",od-ccl2,od-cd2,od-cd5,od-cpsaa1.2,od-cpsaa4,od-cc1,od-ce1,od-ce2
SC,sc-edmn2-2,CEs 2,"Investigar el entorno económico y social y su influencia en la actividad empresarial, analizando las interrelaciones empresas-entorno e identificando estrategias viables que partan de los criterios de responsabilidad social corporativa, de la igualdad y la inclusión, para valorar la capacidad de adaptación de las empresas.",od-ccl2,od-ccl3,od-stem4,od-cd1,od-cpsaa2,od-cpsaa5,od-cc4,od-ce1
SC,sc-edmn2-3,CEs 3,"Reconocer y comprender modelos de negocio actuales comparándolos con otros modelos tradicionales y aplicando estrategias y herramientas que faciliten el diseño creativo para proponer modelos de negocio que aporten valor, permitan satisfacer necesidades y contribuir al bienestar económico y social.",od-ccl2,od-ccl3,od-stem2,od-stem4,od-cpsaa4,od-cc3,od-ce1,
SC,sc-edmn2-4,CEs 4,"Valorar y seleccionar estrategias comunicativas de aplicación al mundo empresarial, utilizando nuevas fórmulas y obteniendo la información que se genera tanto en el ámbito interno como externo de la empresa, para gestionar eficazmente la información necesaria en el proceso de toma de decisiones y su correcta trasmisión.",od-ccl1,od-ccl3,od-cp1,od-cp2,od-cd3,od-cpsaa4,od-ce2,
SC,sc-edmn2-5,CEs 5,"Realizar el análisis previsional del modelo de negocio diseñado, aplicando las herramientas de análisis empresarial necesarias para comprender todo el proceso llevado a cabo y validar la propuesta del modelo de negocio.",od-cd2,od-cd3,od-cpsaa1.1,od-cpsaa5,od-ce1,od-ce2,od-ce3,
EC,ec-edmn2-1.1,1.1,"Comprender la importancia de la actividad empresarial y el emprendimiento dentro de la economía actual, reconociendo el poder de transformación que ejercen en la sociedad y reflexionando sobre el valor la innovación y la digitalización.",,,,,,,,
EC,ec-edmn2-1.2,1.2,"Analizar el papel de la I+D+I en el desarrollo social y empresarial, identificando nuevas tendencias y tecnologías que tienen un alto impacto en la economía.",,,,,,,,
EC,ec-edmn2-2.1,2.1,"Valorar la capacidad de adaptación ágil, responsable y sostenible de las empresas a los cambios del entorno y a las exigencias del mercado investigando el entorno económico y social y su influencia en la actividad empresarial.",,,,,,,,
EC,ec-edmn2-2.2,2.2,"Conocer los distintos tipos de empresa, sus elementos y funciones, así como las formas jurídicas que adoptan, relacionando con cada una de ellas las responsabilidades legales de quien ostenta la propiedad y las gestiona y las exigencias de capital.",,,,,,,,
EC,ec-edmn2-2.3,2.3,"Identificar y analizar las características del entorno en el que la empresa desarrolla su actividad, explicando, a partir de ellas, las distintas estrategias y decisiones adoptadas y las posibles implicaciones sociales y medioambientales de su actividad.",,,,,,,,
EC,ec-edmn2-3.1,3.1,"Proponer un modelo de negocio o de gestión diferenciado que permita dar respuesta a las necesidades actuales, comparando distintos modelos y utilizando estrategias y herramientas de diseño creativo.",,,,,,,,
EC,ec-edmn2-3.2,3.2,"Analizar las características organizativas y funcionales de la empresa, estudiando a partir de ellas, las decisiones de planificación, gestión y optimización de actividades, recursos y asociaciones clave del modelo de negocio.",,,,,,,,
EC,ec-edmn2-3.3,3.3,"Analizar y tomar decisiones sobre los procesos productivos desde la perspectiva de la eficiencia y la productividad, definiendo el soporte necesario para hacer realidad el modelo de negocio.",,,,,,,,
EC,ec-edmn2-3.4,3.4,"Analizar las características del mercado y explicar, de acuerdo con ellas, la propuesta de valor, canales, relaciones con clientes y fuentes de ingresos de un modelo de negocio.",,,,,,,,
EC,ec-edmn2-4.1,4.1,Gestionar eficazmente la información y facilitar el proceso de toma de decisiones a partir de la información obtenida tanto en el ámbito interno como externo de la empresa y aplicando estrategias y nuevas fórmulas comunicativas.,,,,,,,,
EC,ec-edmn2-4.2,4.2,"Seleccionar estrategias de comunicación aplicadas al mundo empresarial, utilizando nuevas fórmulas comunicativas que faciliten la gestión eficaz de la información y la trasmisión de la misma a otras personas.",,,,,,,,
EC,ec-edmn2-4.3,4.3,Exponer el proyecto de modelo de negocio llevado a cabo utilizando las herramientas necesarias que permitan despertar el interés y cautivar a las demás personas con la propuesta de valor presentada.,,,,,,,,
EC,ec-edmn2-5.1,5.1,"Validar la propuesta de modelo de negocio diseñado dentro de un contexto determinado, definiéndolo a partir de las tendencias clave del momento, la situación macroeconómica, el mercado y la competencia, comprendiendo todo el proceso llevado a cabo y aplicando técnicas de estudio previsional y herramientas de análisis empresarial.",,,,,,,,
EC,ec-edmn2-5.2,5.2,"Determinar previsionalmente la estructura de ingresos y costes, calculando su beneficio y umbral de rentabilidad, a partir del modelo de negocio planteado.",,,,,,,,
EC,ec-edmn2-5.3,5.3,"Elaborar un plan de negocio básico sobre un escenario simulado concreto, justificando las decisiones tomadas.",,,,,,,,
EC,ec-edmn2-5.4,5.4,"Analizar y explicar la situación económico-financiera, a partir de la información recogida tanto en el balance como en la cuenta de pérdidas y ganancias, e indicando las posibles soluciones a los desequilibrios encontrados.",,,,,,,,
SB,sb-edmn2-a1,A.1,El empresario o la empresaria. Perfiles.,,,,,,,,
SB,sb-edmn2-a2,A.2,La empresa. Clasificación. Localización y dimensión de la empresa. Marco jurídico que regula la actividad empresarial. Organismos dinamizadores de la actividad empresarial en Asturias.,,,,,,,,
SB,sb-edmn2-a3,A.3,El entorno empresarial. Responsabilidad social corporativa. Mujer y emprendimiento. Inclusión y emprendimiento. El tejido empresarial asturiano.,,,,,,,,
SB,sb-edmn2-a4,A.4,"Empresa, digitalización e innovación. I+D+I. Teorías de la innovación. Tipos de innovación. Tendencias emergentes. Estrategias de innovación.",,,,,,,,
SB,sb-edmn2-b1,B.1,Empresa y modelo de negocio.,,,,,,,,
SB,sb-edmn2-b2,B.2,La función comercial. Segmento de clientes. La propuesta de valor. Canales. Relaciones con clientes. Fuentes de ingresos. Estrategias de marketing.,,,,,,,,
SB,sb-edmn2-b3,B.3,La función productiva. Proceso productivo. Eficiencia y productividad. Actividades clave. Recursos clave. Asociaciones clave. Estructura de costes: clasificación y cálculo de costes.,,,,,,,,
SB,sb-edmn2-b4,B.4,La gestión de los recursos humanos. Formación y funcionamiento de equipos ágiles. Habilidades que demanda el mercado de trabajo. La contratación y las relaciones laborales de la empresa. Las políticas de igualdad y de inclusión en las empresas.,,,,,,,,
SB,sb-edmn2-b5,B.5,La función financiera. Estructura económica y financiera. Inversión. Valoración y selección de inversiones. Recursos financieros. Análisis de fuentes alternativas de financiación interna y externa.,,,,,,,,
SB,sb-edmn2-b6,B.6,La información en la empresa: obligaciones contables. Composición y valoración del patrimonio. Cuentas anuales e imagen fiel. Elaboración del balance y la cuenta de pérdidas y ganancias.,,,,,,,,
SB,sb-edmn2-c1,C.1,"El lienzo de modelo de negocio y de gestión: concepto, áreas, bloques, utilidad y patrones de modelos de negocio.",,,,,,,,
SB,sb-edmn2-c2,C.2,El punto de vista de los clientes: mapa de empatía.,,,,,,,,
SB,sb-edmn2-c3,C.3,La creatividad aplicada al diseño de modelo de negocio y de gestión. El proceso de creatividad: divergencia y convergencia. Dinámicas de generación de nuevas ideas de modelos de negocio.,,,,,,,,
SB,sb-edmn2-c4,C.4,La competencia y los nichos de mercado.,,,,,,,,
SB,sb-edmn2-c5,C.5,Las herramientas de organización de ideas: Pensamiento Visual o Visual Thinking. Capacidad de síntesis. Ideación. Comunicación.,,,,,,,,
SB,sb-edmn2-c6,C.6,"El prototipado: concepto y utilidad. Posibilidades de prototipado: bienes, servicios y aplicaciones.",,,,,,,,
SB,sb-edmn2-c7,C.7,Las herramientas de presentación de un proyecto o de una idea. Metodología: narración de historias o storytelling y el discurso en el ascensor o elevator pitch. Otras metodologías.,,,,,,,,
SB,sb-edmn2-c8,C.8,"Los escenarios: exploración de ideas, escenarios futuros y nuevos modelos de negocio.",,,,,,,,
SB,sb-edmn2-c9,C.9,Otras herramientas para innovar en modelos de negocio y de gestión.,,,,,,,,
SB,sb-edmn2-d1,D.1,El entorno del modelo de negocio. Previsión: tendencias clave. Macroeconomía: variables macroeconómicas. Competencia: fuerzas competitivas.,,,,,,,,
SB,sb-edmn2-d2,D.2,"La evaluación previa de modelos de negocio: análisis DAFO, análisis previsional de ingresos y costes y el umbral de rentabilidad.",,,,,,,,
SB,sb-edmn2-d3,D.3,La validación del modelo de negocio. Lean Startup. Desarrollo de clientes. Desarrollo de producto ágil.,,,,,,,,
SB,sb-edmn2-d4,D.4,"La protección de la idea, del producto y de la marca.",,,,,,,,
SB,sb-edmn2-d5,D.5,La toma de decisiones. Estrategias. Simulación en hoja de cálculo. Redacción de un plan de negocios básico.,,,,,,,,
SB,sb-edmn2-d6,D.6,"El análisis de resultados: estudio de mercado, análisis e interpretación de la información contable y análisis de estados financieros.",,,,,,,,
BB,bb-edmn2-a,A,La empresa y su entorno,,,,,,,,
BB,bb-edmn2-b,B,El modelo de negocio y de gestión,,,,,,,,
BB,bb-edmn2-c,C,Herramientas para innovar en modelos de negocio y de gestión,,,,,,,,
BB,bb-edmn2-d,D,Estrategia empresarial y métodos de análisis de la realidad empresarial: estudio de casos,,,,,,,,
