type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8
OD,od-ce3,CE3,"Lleva a cabo el proceso de creación de ideas y soluciones innovadoras y toma decisiones, con sentido crítico y ético, aplicando conocimientos técnicos específicos y estrategias ágiles de planificación y gestión de proyectos, y reflexiona sobre el proceso realizado y el resultado obtenido, para elaborar un prototipo final de valor para el resto de las personas, considerando tanto la experiencia de éxito como de fracaso, una oportunidad para aprender.",kc-ce,,,,,,,
OD,od-ccec3.1,CCEC3.1,"Expresa ideas, opiniones, sentimientos y emociones con creatividad y espíritu crítico, realizando con rigor sus propias producciones culturales y artísticas, para participar de forma activa en la promoción de los derechos humanos y los procesos de socialización y de construcción de la identidad personal que se derivan de la práctica artística.",kc-ccec,,,,,,,
OD,od-stem1,STEM1,"Selecciona y utiliza métodos inductivos y deductivos propios del razonamiento matemático en situaciones propias de la modalidad elegida y emplea estrategias variadas para la resolución de problemas analizando críticamente las soluciones y reformulando el procedimiento, si fuera necesario.",kc-stem,,,,,,,
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,,
OD,od-cpsaa3.2,CPSAA3.2,"Distribuye en un grupo las tareas, recursos y responsabilidades de manera ecuánime, según sus objetivos, favoreciendo un enfoque sistémico para contribuir a la consecución de objetivos compartidos.",kc-cpsaa,,,,,,,
OD,od-ccec3.2,CCEC3.2,"Descubre la autoexpresión, a través de la interactuación corporal y la experimentación con diferentes herramientas y lenguajes artísticos, enfrentándose a situaciones creativas con una actitud empática y colaborativa, y con autoestima, iniciativa e imaginación.",kc-ccec,,,,,,,
OD,od-ccl3,CCL3,"Localiza, selecciona y contrasta de manera autónoma información procedente de diferentes fuentes evaluando su fiabilidad y pertinencia en función de los objetivos de lectura y evitando los riesgos de manipulación y desinformación, y la integra y transforma en conocimiento para comunicarla de manera clara y rigurosa adoptando un punto de vista creativo y crítico a la par que respetuoso con la propiedad intelectual.",kc-ccl,,,,,,,
OD,od-stem4,STEM4,"Interpreta y transmite los elementos más relevantes de investigaciones de forma clara y precisa, en diferentes formatos (gráficos, tablas, diagramas, fórmulas, esquemas, símbolos.) y aprovechando la cultura digital con ética y responsabilidad y valorando de forma crítica la contribución de la ciencia y la tecnología en el cambio de las condiciones de vida para compartir y construir nuevos conocimientos.",kc-stem,,,,,,,
SC,sc-anmus1-1,CEs 1,"Analizar los elementos musicales de diferentes obras, utilizando la escucha activa y el estudio de partituras, para describir sus características y establecer comparaciones.",od-ccl2,od-cpsaa5,od-cc1,od-ccec1,od-ccec2,,,
SC,sc-anmus1-2,CEs 2,"Establecer relaciones entre los elementos musicales de una composición, a través del análisis de su estructura y de los procedimientos compositivos utilizados, para asociar la obra con un género, un estilo y un contexto de creación.",od-ccl2,od-cd1,od-cpsaa4,od-cc1,od-ccec1,od-ccec2,,
SC,sc-anmus1-3,CEs 3,"Elaborar comentarios y críticas musicales sobre las obras analizadas, utilizando una terminología adecuada y consultando distintas fuentes de información, para expresar juicios personales fundamentados y contribuir a la difusión del patrimonio musical a través de los medios disponibles.",od-ccl1,od-cd3,od-cpsaa4,od-cc1,od-ce3,od-ccec3.1,,
SC,sc-anmus1-4,CEs 4,"Utilizar los procedimientos compositivos fundamentales y las tecnologías digitales, empleando los elementos y las estructuras musicales más adecuadas, para crear obras sencillas y realizar improvisaciones.",od-ccl1,od-stem1,od-cd3,od-cpsaa3.1,od-cpsaa3.2,od-ce3,od-ccec3.1,od-ccec3.2
SC,sc-anmus1-5,CEs 5,"Investigar sobre los usos de la música con fines terapéuticos y en combinación con otras formas de expresión artística, utilizando diferentes fuentes de información y analizando las características musicales de las obras, para entender de qué forma inciden determinados rasgos musicales en la salud y en las emociones.",od-ccl3,od-stem4,od-cd1,od-cd3,od-cpsaa4,od-ccec2,,
EC,ec-anmus1-1.1,1.1,Identificar los elementos que constituyen una obra musical y su función dentro de la composición a través de la escucha activa y con apoyo de la partitura.,,,,,,,,
EC,ec-anmus1-1.2,1.2,"Describir las características musicales básicas de una obra a partir de la escucha activa y el estudio de partituras, analizando sus elementos constitutivos.",,,,,,,,
EC,ec-anmus1-2.1,2.1,"Analizar, de forma guiada, obras musicales, identificando la estructura formal y los procedimientos compositivos utilizados.",,,,,,,,
EC,ec-anmus1-2.2,2.2,"Asociar las obras analizadas con su contexto de creación, investigando sobre su autor o autora y su época.",,,,,,,,
EC,ec-anmus1-3.1,3.1,"Expresar una opinión propia, informada y fundamentada, sobre las obras analizadas, utilizando un vocabulario musical adecuado.",,,,,,,,
EC,ec-anmus1-3.2,3.2,"Publicar reseñas musicales en los medios disponibles, analógicos y digitales, respetando los derechos de autor y la propiedad intelectual.",,,,,,,,
EC,ec-anmus1-4.1,4.1,"Reproducir patrones melódicos, rítmicos, armónicos y formales de obras analizadas, aplicando estrategias de memorización y utilizando la interpretación vocal, corporal o instrumental en proyectos musicales grupales.",,,,,,,,
EC,ec-anmus1-4.2,4.2,"Generar nuevas ideas musicales, combinando patrones melódicos, rítmicos, armónicos y formales previamente analizados e interiorizados.",,,,,,,,
EC,ec-anmus1-4.3,4.3,"Utilizar, de forma guiada, las tecnologías digitales en la composición musical.",,,,,,,,
EC,ec-anmus1-5.1,5.1,"Identificar las funciones que cumple la música cuando se asocia con otras formas de expresión (cine, teatro, danza…), analizando sus características y el efecto que genera en el espectador.",,,,,,,,
SB,sb-anmus1-a1,A.1,La escucha activa y el estudio de partituras como soportes para el análisis.,,,,,,,,
SB,sb-anmus1-a2,A.2,"Elementos básicos de la música y la relación entre ellos: ritmo, tempo, melodía, armonía, textura, timbre, dinámica y agógica.",,,,,,,,
SB,sb-anmus1-a3,A.3,"Técnicas de análisis auditivo de obras de diferentes estilos y géneros, incluyendo ejemplos de la música asturiana.",,,,,,,,
SB,sb-anmus1-a4,A.4,Estrategias de análisis de los elementos musicales de la partitura con apoyo de la audición.,,,,,,,,
SB,sb-anmus1-a5,A.5,Reseñas musicales.,,,,,,,,
SB,sb-anmus1-a6,A.6,"Recursos digitales para la investigación, la composición y la difusión musical.",,,,,,,,
SB,sb-anmus1-a7,A.7,Derechos de autor y propiedad intelectual.,,,,,,,,
SB,sb-anmus1-b1,B.1,"Elementos estructurales: célula, motivo, frase y semifrase, período, sección y movimiento. Ritmo melódico y armónico. Cadencias.",,,,,,,,
SB,sb-anmus1-b2,B.2,"Formas simples, formas compuestas y libres. Formas-tipo. Representación de esquemas formales.",,,,,,,,
SB,sb-anmus1-b3,B.3,"Procedimientos compositivos fundamentales: repetición, variación, contraste y desarrollo.",,,,,,,,
SB,sb-anmus1-b4,B.4,Función de la música en combinación con otras manifestaciones artísticas.,,,,,,,,
BB,bb-anmus1-a,A,Técnicas de análisis musical,,,,,,,,
BB,bb-anmus1-b,B,Géneros musicales,,,,,,,,
