type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8
OD,od-ccl5,CCL5,"Pone sus prácticas comunicativas al servicio de la convivencia democrática, la resolución dialogada de los conflictos y la igualdad de derechos de todas las personas, evitando y rechazando los usos discriminatorios, así como los abusos de poder, para favorecer la utilización no solo eficaz sino también ética de los diferentes sistemas de comunicación.",kc-ccl,,,,,,,
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,,
OD,od-cpsaa4,CPSAA4,"Compara, analiza, evalúa y sintetiza datos, información e ideas de los medios de comunicación, para obtener conclusiones lógicas de forma autónoma, valorando la fiabilidad de las fuentes.",kc-cpsaa,,,,,,,
OD,od-ccl3,CCL3,"Localiza, selecciona y contrasta de manera autónoma información procedente de diferentes fuentes evaluando su fiabilidad y pertinencia en función de los objetivos de lectura y evitando los riesgos de manipulación y desinformación, y la integra y transforma en conocimiento para comunicarla de manera clara y rigurosa adoptando un punto de vista creativo y crítico a la par que respetuoso con la propiedad intelectual.",kc-ccl,,,,,,,
OD,od-stem1,STEM1,"Selecciona y utiliza métodos inductivos y deductivos propios del razonamiento matemático en situaciones propias de la modalidad elegida y emplea estrategias variadas para la resolución de problemas analizando críticamente las soluciones y reformulando el procedimiento, si fuera necesario.",kc-stem,,,,,,,
OD,od-cd5,CD5,"Desarrolla soluciones tecnológicas innovadoras y sostenibles para dar respuesta a necesidades concretas, mostrando interés y curiosidad por la evolución de las tecnologías digitales y por su desarrollo sostenible y uso ético.",kc-cd,,,,,,,
OD,od-cpsaa1.2,CPSAA1.2,"Desarrolla una personalidad autónoma, gestionando constructivamente los cambios, la participación social y su propia actividad para dirigir su vida.",kc-cpsaa,,,,,,,
OD,od-ccec1,CCEC1,"Reflexiona, promueve y valora críticamente el patrimonio cultural y artístico de cualquier época, contrastando sus singularidades y partiendo de su propia identidad, para defender la libertad de expresión, la igualdad y el enriquecimiento inherente a la diversidad.",kc-ccec,,,,,,,
OD,od-ccec2,CCEC2,"Investiga las especificidades e intencionalidades de diversas manifestaciones artísticas y culturales del patrimonio, mediante una postura de recepción activa y deleite, diferenciando y analizando los distintos contextos, medios y soportes en que se materializan, así como los lenguajes y elementos técnicos y estéticos que las caracterizan.",kc-ccec,,,,,,,
OD,od-stem5,STEM5,"Planea y emprende acciones fundamentadas científicamente para promover la salud física y mental, y preservar el medio ambiente y los seres vivos, practicando el consumo responsable, aplicando principios de ética y seguridad para crear valor y transformar su entorno de forma sostenible adquiriendo compromisos como ciudadano en el ámbito local y global.",kc-stem,,,,,,,
OD,od-cd1,CD1,"Realiza búsquedas avanzadas comprendiendo cómo funcionan los motores de búsqueda en internet aplicando criterios de validez, calidad, actualidad y fiabilidad, seleccionando los resultados de manera crítica y organizando el almacenamiento de la información de manera adecuada y segura para referenciarla y reutilizarla posteriormente.",kc-cd,,,,,,,
OD,od-cpsaa2,CPSAA2,"Adopta de forma autónoma un estilo de vida sostenible y atiende al bienestar físico y mental propio y de otras personas, buscando y ofreciendo apoyo en la sociedad para construir un mundo más saludable.",kc-cpsaa,,,,,,,
OD,od-cc4,CC4,"Analiza las relaciones de interdependencia y ecodependencia entre nuestras formas de vida y el entorno, realizando un análisis crítico de la huella ecológica de las acciones humanas, y demostrando un compromiso ético y ecosocialmente responsable con actividades y hábitos que conduzcan al logro de los Objetivos de Desarrollo Sostenible y la lucha contra el cambio climático.",kc-cc,,,,,,,
OD,od-stem4,STEM4,"Interpreta y transmite los elementos más relevantes de investigaciones de forma clara y precisa, en diferentes formatos (gráficos, tablas, diagramas, fórmulas, esquemas, símbolos.) y aprovechando la cultura digital con ética y responsabilidad y valorando de forma crítica la contribución de la ciencia y la tecnología en el cambio de las condiciones de vida para compartir y construir nuevos conocimientos.",kc-stem,,,,,,,
OD,od-cpsaa5,CPSAA5,"Planifica a largo plazo evaluando los propósitos y los procesos de la construcción del conocimiento, relacionando los diferentes campos del mismo para desarrollar procesos autorregulados de aprendizaje que le permitan transmitir ese conocimiento, proponer ideas creativas y resolver problemas con autonomía.",kc-cpsaa,,,,,,,
OD,od-ce2,CE2,"Evalúa y reflexiona sobre las fortalezas y debilidades propias y las de otras personas, haciendo uso de estrategias de autoconocimiento y autoeficacia, interioriza los conocimientos económicos y financieros específicos y los transfiere a contextos locales y globales, aplicando estrategias y destrezas que agilicen el trabajo colaborativo y en equipo, para reunir y optimizar los recursos necesarios, que lleven a la acción una experiencia o iniciativa emprendedora de valor.",kc-ce,,,,,,,
OD,od-cd3,CD3,"Selecciona, configura y utiliza dispositivos digitales, herramientas, aplicaciones y servicios en línea y los incorpora en su entorno personal de aprendizaje digital para comunicarse, trabajar colaborativamente y compartir información, gestionando de manera responsable sus acciones, presencia y visibilidad en la red y ejerciendo una ciudadanía digital activa, cívica y reflexiva.",kc-cd,,,,,,,
OD,od-stem3,STEM3,"Plantea y desarrolla proyectos diseñando y creando prototipos o modelos para generar o utilizar productos que den solución a una necesidad o problema de forma colaborativa, procurando la participación de todo el grupo, resolviendo pacíficamente los conflictos que puedan surgir, adaptándose ante la incertidumbre y evaluando el producto obtenido de acuerdo a los objetivos propuestos, la sostenibilidad y el impacto transformador en la sociedad.",kc-stem,,,,,,,
OD,od-cd2,CD2,"Crea, integra y reelabora contenidos digitales de forma individual o colectiva, aplicando medidas de seguridad y respetando, en todo momento, los derechos de autoría digital para ampliar sus recursos y generar nuevo conocimiento.",kc-cd,,,,,,,
SC,sc-hmc1-1,CEs 1,"Reconocer los movimientos, acciones y transformaciones históricas",od-ccl2,od-stem2,od-cpsaa1.1,od-cc1,od-cc2,od-cc3,od-ce1,
SC,sc-hmc1-2,CEs 2,"Tomar conciencia del grado de violencia, barbarie y destrucción de los conflictos de la Edad Contemporánea, a través del empleo de fuentes históricas fiables, la lectura de textos historiográficos y la elaboración de argumentos propios que prevengan la manipulación de la información, para afrontar acontecimientos traumáticos de nuestro pasado reciente, evitar la repetición de hechos semejantes, reconocer a las víctimas y defender la aplicación del principio de Justicia Universal.",od-ccl1,od-ccl5,od-cpsaa1.1,od-cpsaa3.1,od-cpsaa4,od-cc1,od-cc2,od-cc3
SC,sc-hmc1-3,CEs 3,"Identificar la desigualdad como uno de los principales problemas de las sociedades contemporáneas, reconociendo las experiencias históricas de determinados colectivos, empleando el análisis multicausal y valorando el papel transformador del sujeto en la historia, para comprender cómo se han formado las actuales sociedades complejas, apreciar la riqueza de la diversidad social, valorar los logros alcanzados y asumir los retos que plantea la consecución de comunidades más justas y cohesionadas.",od-ccl3,od-stem1,od-cd5,od-cpsaa1.2,od-cpsaa3.1,od-cc2,od-cc3,
SC,sc-hmc1-4,CEs 4,"Comprender la importancia de las identidades colectivas en la configuración social, política y cultural del mundo contemporáneo, utilizando el pensamiento histórico, sus conceptos y métodos, para analizar críticamente cómo se han ido construyendo y conformando a través del tiempo, elaborar argumentos propios con los que contribuir a un diálogo constructivo, respetar los sentimientos de pertenencia, y valorar la riqueza patrimonial y el legado histórico y cultural que han producido.",od-ccl3,od-ccl5,od-cpsaa1.2,od-cpsaa3.1,od-cc2,od-cc3,od-ccec1,od-ccec2
SC,sc-hmc1-5,CEs 5,"Identificar y reconocer los principales retos del siglo XXI a través de procesos avanzados de búsqueda, selección y tratamiento de la información, el contraste y la",od-ccl3,od-stem5,od-cd1,od-cpsaa2,od-cpsaa4,od-cc3,od-cc4,od-ce1
SC,sc-hmc1-6,CEs 6,"Valorar el significado histórico de la idea de progreso y sus repercusiones sociales, ambientales y territoriales en el mundo contemporáneo, a través del uso de métodos cuantitativos y del análisis multifactorial del desarrollo económico, los ritmos de crecimiento y la existencia de distintos modelos y sistemas, para tomar conciencia de las relaciones de subordinación y dependencia, y adoptar un compromiso activo con la sostenibilidad, la defensa de los derechos sociales y el acceso universal a recursos básicos.",od-stem4,od-stem5,od-cpsaa2,od-cpsaa5,od-cc3,od-cc4,od-ce1,od-ce2
SC,sc-hmc1-7,CEs 7,"Interpretar la función que han desempeñado el pensamiento y las ideologías en la transformación de la realidad desde los orígenes de la Edad Contemporánea hasta la actualidad, a través de la aproximación a la historiografía y a los debates sobre temas claves de la historia, para valorar críticamente los distintos proyectos sociales, políticos y culturales generados, las acciones llevadas a cabo y las experiencias vividas, desde la perspectiva ética contenida en la Declaración Universal de los Derechos Humanos.",od-ccl3,od-ccl5,od-cd3,od-cpsaa1.2,od-cpsaa3.1,od-cpsaa4,od-cc2,od-cc3
SC,sc-hmc1-8,CEs 8,"Describir y analizar los cambios y permanencias que se han producido en la sociedad contemporánea, los comportamientos demográficos, los modos de vida y el ciclo vital, prestando especial interés a la situación de la mujer, a los roles de género y edad, a los mecanismos de control, dominio y sumisión, y a la lucha por la dignidad y contra la discriminación, realizando proyectos de investigación y aplicando el pensamiento histórico para reconocer el valor e importancia de los personajes anónimos de la historia.",od-ccl5,od-stem3,od-cd2,od-cpsaa1.2,od-cpsaa3.1,od-cpsaa4,od-cc2,od-cc3
EC,ec-hmc1-1.1,1.1,"Identificar y reconocer los logros que suponen los actuales sistemas democráticos como el resultado no lineal en el tiempo de los movimientos y acciones que han contribuido al afianzamiento y articulación del principio de libertad, a través del análisis de los principales procesos históricos que se han desarrollado, la comprensión de los textos políticos y constitucionales fundamentales y el uso adecuado de términos y conceptos históricos.",,,,,,,,
EC,ec-hmc1-1.2,1.2,"Comprender los conceptos de revolución y cambio en el mundo contemporáneo y los elementos y factores que los causan y condicionan, a través del estudio de casos significativos de las revoluciones burguesas y socialistas que han ocurrido a lo largo de la historia contemporánea, así como los movimientos de acción y reacción que han generado.",,,,,,,,
EC,ec-hmc1-1.3,1.3,"Entender el significado histórico de las transiciones políticas y de los procesos de democratización de la Edad Contemporánea como fundamento y garantía para la convivencia y el ejercicio de los derechos fundamentales, valorando las implicaciones que suponen el ejercicio de la ciudadanía activa y el respeto al ordenamiento constitucional, y generando juicios propios tanto con respecto al cumplimiento de aspiraciones y expectativas como a las amenazas y riesgos de la vida en democracia.",,,,,,,,
EC,ec-hmc1-2.1,2.1,"Tomar conciencia del grado de violencia, barbarie y destrucción alcanzado por los conflictos ocurridos en el mundo contemporáneo, así como de las causas de las conflagraciones bélicas y de las múltiples transformaciones que se producen en los contendientes, a través del empleo de fuentes históricas fiables y del uso de datos contrastados, valorando el impacto social y emocional que supone el uso de la violencia y el papel de las instituciones internacionales que velan por la paz y la mediación.",,,,,,,,
EC,ec-hmc1-2.2,2.2,"Analizar los principales conflictos civiles que se han producido en la Edad Contemporánea, a través del empleo de textos historiográficos y la elaboración de juicios argumentados, comprendiendo la importancia de la memoria histórica y del reconocimiento de las víctimas, del principio de Justicia Universal y del derecho a la verdad, la reparación y la garantía de no repetición.",,,,,,,,
EC,ec-hmc1-3.1,3.1,"Describir la evolución de los conceptos de igualdad y de ciudadanía en la historia contemporánea y sus derivaciones sociales y políticas, a través del análisis multicausal de los principales sistemas políticos y sociales de los siglos XIX y XX, identificando las desigualdades y la concentración del poder en determinados grupos sociales.",,,,,,,,
EC,ec-hmc1-3.2,3.2,"Analizar las condiciones de vida, el mundo del trabajo y las relaciones laborales y su conflictividad a través del estudio multidisciplinar de los movimientos sociales, particularmente los relacionados con el obrerismo, valorando el papel que representan la acción colectiva y del sujeto en la historia para el reconocimiento de los derechos sociales y el bienestar colectivo.",,,,,,,,
EC,ec-hmc1-3.3,3.3,"Deducir a través del estudio crítico de noticias y datos estadísticos la evolución del estado social, identificando los logros y retrocesos experimentados y las medidas adoptadas por los diferentes estados contemporáneos, así como los límites y retos de futuro, desde una perspectiva solidaria en favor de los colectivos más vulnerables.",,,,,,,,
EC,ec-hmc1-4.1,4.1,"Analizar críticamente cómo se han ido construyendo en el tiempo las identidades colectivas, empleando los conceptos y métodos del pensamiento histórico, respetando la pluralidad y los sentimientos identitarios y valorando el legado histórico y cultural de las mismas.",,,,,,,,
EC,ec-hmc1-4.2,4.2,"Comprender la importancia de las identidades colectivas en la configuración social, política y cultural del mundo contemporáneo, identificando las múltiples valencias de las mismas, mediante el análisis crítico de textos históricos e historiográficos y de fuentes de información actual, elaborando argumentos propios que contribuyan a un diálogo constructivo al respecto.",,,,,,,,
EC,ec-hmc1-5.1,5.1,"Analizar críticamente el fenómeno histórico de la globalización y su repercusión en el ámbito local y planetario, valiéndose del manejo de distintas fuentes de información y la adecuada selección, validación, contraste y tratamiento de las mismas, previniendo la desinformación y considerando el emprendimiento, la innovación y el aprendizaje permanente como formas de afrontar los retos de un entorno económico, social y cultural en constante cambio.",,,,,,,,
EC,ec-hmc1-5.2,5.2,"Identificar los principales retos del siglo XXI y el origen histórico de los mismos, a través del análisis de la interconexión entre diversos procesos políticos, económicos, sociales y culturales en un contexto global, argumentando la necesidad de adoptar comportamientos ecosocialmente responsables y orientados a la sostenibilidad del planeta, la defensa de las instituciones democráticas, la mejora del bienestar colectivo y la solidaridad entre las generaciones presentes y futuras.",,,,,,,,
EC,ec-hmc1-6.1,6.1,"Valorar el significado histórico de la idea de progreso y sus múltiples consecuencias sociales, territoriales y ambientales, a través del tratamiento de datos numéricos, la interpretación de gráficos y la comprensión multifactorial de los ritmos y ciclos de crecimiento, argumentando la necesidad de adoptar comportamientos ecosociales que garanticen la sostenibilidad del planeta.",,,,,,,,
EC,ec-hmc1-6.2,6.2,"Comparar los distintos sistemas económicos que se han desarrollado en el mundo contemporáneo, a través del análisis multidisciplinar de los mismos y de las doctrinas y teorías de las que derivan, identificando las relaciones de subordinación y de dependencia y los conflictos que generan, tanto en el ámbito nacional como internacional, y justificando la necesidad del acceso universal a los recursos básicos.",,,,,,,,
EC,ec-hmc1-7.1,7.1,"Generar opiniones argumentadas, debatir y transferir ideas y conocimientos sobre la función que han desempeñado el pensamiento y las ideologías en la transformación de la realidad, desde los orígenes de la Edad Contemporánea hasta la actualidad, comprendiendo y contextualizando dicho fenómeno a través del trabajo sobre textos históricos e historiográficos y de fuentes literarias, del cine y otros documentos audiovisuales.",,,,,,,,
EC,ec-hmc1-7.2,7.2,"Abordar críticamente los principales temas clave de la historia y de la actualidad a través de la aproximación a las principales corrientes historiográficas y a los usos que se hacen de la historia, valorando críticamente los principales proyectos sociales, políticos y culturales que han tenido lugar en la historia contemporánea desde la perspectiva ética contenida en la Declaración Universal de los Derechos Humanos.",,,,,,,,
EC,ec-hmc1-8.1,8.1,"Analizar los cambios y permanencias en la historia, atendiendo a procesos de más larga duración, como los comportamientos demográficos, ciclos vitales y modos de vida en la sociedad contemporánea, a través del acercamiento al pensamiento histórico y la realización de proyectos de investigación, identificando los mecanismos de control, dominio y sumisión, los roles de género y edad asignados, así como los escenarios de lucha por la dignidad y contra la discriminación de diversos colectivos.",,,,,,,,
EC,ec-hmc1-8.2,8.2,"Contrastar el papel relegado de la mujer en la historia contemporánea, identificando y valorando la importancia de las figuras individuales y colectivas como protagonistas anónimas de la historia contemporánea, así como el papel de los movimientos feministas en el reconocimiento de sus derechos y en el logro de la igualdad efectiva de mujeres y hombres, así como la corresponsabilidad en el cuidado de las personas.",,,,,,,,
SB,sb-hmc1-a1,A.1,"El trabajo del historiador y la historiadora: fuentes históricas, historiografía y narrativas del pasado.",,,,,,,,
SB,sb-hmc1-a2,A.2,"Argumentación histórica. Relevancia, causas y consecuencias, cambio y continuidad. Perspectiva histórica en las narrativas sobre el pasado.",,,,,,,,
SB,sb-hmc1-a3,A.3,"La lucha por la libertad, cambio y revolución en la época contemporánea: de las revoluciones burguesas a las revoluciones socialistas. El uso de la violencia y de la protesta social en los siglos XIX y XX. Revolución y reacción. El movimiento obrero en Asturias.",,,,,,,,
SB,sb-hmc1-a4,A.4,La nueva sociedad liberal: origen y funcionamiento de los sistemas parlamentarios.,,,,,,,,
SB,sb-hmc1-a5,A.5,"El significado histórico y político de los nacionalismos en el mundo contemporáneo: de la servidumbre a la ciudadanía. Abolicionismo, derechos civiles y derechos sociales en la Edad Contemporánea. Imperios y cuestión nacional: de los movimientos de liberación a la descolonización.",,,,,,,,
SB,sb-hmc1-a6,A.6,"Ritmos y modelos de crecimiento económico en el mundo: las relaciones de dependencia. Ciclos y crisis de los sistemas económicos contemporáneos. Factores del desarrollo económico y sus implicaciones sociales, políticas y ambientales: de la industrialización a la era postindustrial.",,,,,,,,
SB,sb-hmc1-a7,A.7,"Niveles, condiciones y modos de vida en las sociedades contemporáneas: grupos, clases sociales y desigualdad social. Clases medias y estado del bienestar en las sociedades avanzadas.",,,,,,,,
SB,sb-hmc1-a8,A.8,"Evolución de la población, ciclos demográficos y modos de vida. Cambios y permanencias en los ciclos vitales y en la organización social del mundo contemporáneo. Grupos vulnerables y marginados. El papel del sujeto colectivo en la historia contemporánea.",,,,,,,,
SB,sb-hmc1-a9,A.9,"Las utopías revolucionarias y los proyectos de transformación social: los movimientos democráticos, republicanos y socialistas de los siglos XIX y XX. El papel de los exiliados políticos.",,,,,,,,
SB,sb-hmc1-a10,A.10,La evolución histórica de la clase trabajadora y de las organizaciones obreras: experiencias y conflictos en defensa de los derechos laborales y la mejora de las condiciones de vida.,,,,,,,,
SB,sb-hmc1-a11,A.11,"Acción colectiva, movimiento de masas y liderazgo político en el siglo XX: nacimiento y funcionamiento de los regímenes democráticos y totalitarios. Fascismo, nazismo y otros movimientos autoritarios en los siglos XX y XXI.",,,,,,,,
SB,sb-hmc1-a12,A.12,"Militarización y carrera armamentística. Diplomacia de la amenaza y de la disuasión: ententes, alianzas y bloques. El mundo en guerra: las guerras mundiales y los grandes conflictos internacionales. La Guerra Civil española, su internacionalización y el exilio republicano español. El Holocausto y otros genocidios y crímenes de lesa humanidad en la historia contemporánea. La represión en Asturias.",,,,,,,,
SB,sb-hmc1-a13,A.13,Organismos e instituciones para la paz: de la Sociedad de Naciones a la Organización de las Naciones Unidas. La injerencia humanitaria y la Justicia Universal.,,,,,,,,
SB,sb-hmc1-a14,A.14,"Los conflictos fratricidas en el mundo contemporáneo: pasados traumáticos y memoria colectiva. Reconocimiento, reparación y dignificación de las víctimas de la violencia. Ley para la recuperación de la memoria democrática en el Principado de Asturias.",,,,,,,,
SB,sb-hmc1-a15,A.15,Transiciones políticas y procesos de democratización en los siglos XX y XXI. La memoria democrática.,,,,,,,,
SB,sb-hmc1-a16,A.16,La evolución de la situación de la mujer en la sociedad contemporánea: mecanismos de dominación y sumisión y cambios socioculturales. El movimiento por la emancipación de la mujer y la lucha por la igualdad: origen y desarrollo de los movimientos feministas. La historia de los feminismos en el Principado de Asturias.,,,,,,,,
SB,sb-hmc1-a17,A.17,"Movimientos sociales en favor de la igualdad de derechos, del reconocimiento de las minorías y contra la discriminación.",,,,,,,,
SB,sb-hmc1-b1,B.1,El proceso de globalización en el mundo contemporáneo y sus implicaciones en la sociedad actual. Aglomeraciones urbanas y desafíos en el mundo rural.,,,,,,,,
SB,sb-hmc1-b2,B.2,"El desarrollo tecnológico y digital y los nuevos retos del futuro económico, social y laboral.",,,,,,,,
SB,sb-hmc1-b3,B.3,Los nacionalismos como factor de conflicto y enfrentamiento entre pueblos y estados.,,,,,,,,
SB,sb-hmc1-b4,B.4,El nuevo orden mundial multipolar: choques y alianzas entre civilizaciones.,,,,,,,,
SB,sb-hmc1-b5,B.5,"Amenazas regionales y planetarias: terrorismo, crimen organizado, radicalismos, ciberamenazas y armas de destrucción masiva.",,,,,,,,
SB,sb-hmc1-b6,B.6,Desarrollo económico y sostenibilidad: de la idea del progreso ilimitado del liberalismo clásico a los Objetivos de Desarrollo Sostenible.,,,,,,,,
SB,sb-hmc1-b7,B.7,"Procesos de integración regional en el mundo. La construcción de la Unión Europea, situación presente y desafíos de futuro. Alianzas internacionales para el logro de los",,,,,,,,
SB,sb-hmc1-b8,B.8,"Éxodos masivos de población: migraciones económicas, climáticas y políticas. El caso de la emigración asturiana a América. El nuevo concepto de refugiado.",,,,,,,,
SB,sb-hmc1-b9,B.9,La emergencia climática y sus desafíos en el presente y en el futuro.,,,,,,,,
SB,sb-hmc1-b10,B.10,Crisis de las ideologías y «Fin de la historia»: la era del escepticismo y de los nuevos populismos.,,,,,,,,
SB,sb-hmc1-b11,B.11,"Los retos de las democracias actuales: corrupción, crisis institucional y de los sistemas de partidos, tendencias autoritarias y movimientos antisistema.",,,,,,,,
SB,sb-hmc1-c1,C.1,"Conciencia y memoria democrática: conocimiento de los principios y normas constitucionales, ejercicio de los valores cívicos y participación ciudadana. Conocimiento y respeto a los principios y normas de la Declaración Universal de los Derechos Humanos. La memoria democrática en el marco del derecho internacional humanitario: verdad, justicia, reparación y garantía de no repetición.",,,,,,,,
SB,sb-hmc1-c2,C.2,"Identidad y sentimientos de pertenencia: reconocimiento de la diversidad identitaria, tolerancia y respeto ante las manifestaciones ideológicas y culturales y reconocimiento y defensa de la riqueza patrimonial.",,,,,,,,
SB,sb-hmc1-c3,C.3,Igualdad de género: situación de la mujer en el mundo y actitudes frente a la discriminación y en favor de la igualdad efectiva entre mujeres y hombres.,,,,,,,,
SB,sb-hmc1-c4,C.4,Comportamiento ecosocial: movimientos en defensa del medio ambiente y ante la emergencia climática. Compromiso con los Objetivos de Desarrollo Sostenible.,,,,,,,,
SB,sb-hmc1-c5,C.5,"Valoración y respeto a la diversidad social, étnica y cultural: tolerancia e intolerancia en la historia del mundo contemporáneo. Defensa de los derechos de las minorías.",,,,,,,,
SB,sb-hmc1-c6,C.6,Ciudadanía ética digital: respeto a la propiedad intelectual. Participación y ejercicio de la ciudadanía global a través de las tecnologías digitales. Prevención y defensa ante la desinformación y la manipulación.,,,,,,,,
SB,sb-hmc1-c7,C.7,"Solidaridad y cooperación: los grandes desafíos que afectan al mundo y las conductas tendentes al compromiso social, el asociacionismo y el voluntariado.",,,,,,,,
SB,sb-hmc1-c8,C.8,"Conservación y difusión del patrimonio histórico: el valor patrimonial, social y cultural de la memoria colectiva. Archivos, museos y centros de divulgación e interpretación histórica. Los espacios de memoria en la Ley para la recuperación de la memoria democrática en el Principado de Asturias.",,,,,,,,
