type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8
OD,od-stem1,STEM1,"Selecciona y utiliza métodos inductivos y deductivos propios del razonamiento matemático en situaciones propias de la modalidad elegida y emplea estrategias variadas para la resolución de problemas analizando críticamente las soluciones y reformulando el procedimiento, si fuera necesario.",kc-stem,,,,,,,
OD,od-stem4,STEM4,"Interpreta y transmite los elementos más relevantes de investigaciones de forma clara y precisa, en diferentes formatos (gráficos, tablas, diagramas, fórmulas, esquemas, símbolos.) y aprovechando la cultura digital con ética y responsabilidad y valorando de forma crítica la contribución de la ciencia y la tecnología en el cambio de las condiciones de vida para compartir y construir nuevos conocimientos.",kc-stem,,,,,,,
OD,od-cd2,CD2,"Crea, integra y reelabora contenidos digitales de forma individual o colectiva, aplicando medidas de seguridad y respetando, en todo momento, los derechos de autoría digital para ampliar sus recursos y generar nuevo conocimiento.",kc-cd,,,,,,,
OD,od-cpsaa2,CPSAA2,"Adopta de forma autónoma un estilo de vida sostenible y atiende al bienestar físico y mental propio y de otras personas, buscando y ofreciendo apoyo en la sociedad para construir un mundo más saludable.",kc-cpsaa,,,,,,,
OD,od-cc4,CC4,"Analiza las relaciones de interdependencia y ecodependencia entre nuestras formas de vida y el entorno, realizando un análisis crítico de la huella ecológica de las acciones humanas, y demostrando un compromiso ético y ecosocialmente responsable con actividades y hábitos que conduzcan al logro de los Objetivos de Desarrollo Sostenible y la lucha contra el cambio climático.",kc-cc,,,,,,,
OD,od-ccl4,CCL4,"Lee con autonomía obras relevantes de la literatura poniéndolas en relación con su contexto sociohistórico de producción, con la tradición literaria anterior y posterior y examinando la huella de su legado en la actualidad, para construir y compartir su propia interpretación argumentada de las obras, crear y recrear obras de intención literaria y conformar progresivamente un mapa cultural.",kc-ccl,,,,,,,
OD,od-cd1,CD1,"Realiza búsquedas avanzadas comprendiendo cómo funcionan los motores de búsqueda en internet aplicando criterios de validez, calidad, actualidad y fiabilidad, seleccionando los resultados de manera crítica y organizando el almacenamiento de la información de manera adecuada y segura para referenciarla y reutilizarla posteriormente.",kc-cd,,,,,,,
OD,od-cpsaa4,CPSAA4,"Compara, analiza, evalúa y sintetiza datos, información e ideas de los medios de comunicación, para obtener conclusiones lógicas de forma autónoma, valorando la fiabilidad de las fuentes.",kc-cpsaa,,,,,,,
OD,od-cpsaa1.1,CPSAA1.1,"Fortalece el optimismo, la resiliencia, la autoeficacia y la búsqueda de objetivos de forma autónoma para hacer eficaz su aprendizaje.",kc-cpsaa,,,,,,,
OD,od-stem3,STEM3,"Plantea y desarrolla proyectos diseñando y creando prototipos o modelos para generar o utilizar productos que den solución a una necesidad o problema de forma colaborativa, procurando la participación de todo el grupo, resolviendo pacíficamente los conflictos que puedan surgir, adaptándose ante la incertidumbre y evaluando el producto obtenido de acuerdo a los objetivos propuestos, la sostenibilidad y el impacto transformador en la sociedad.",kc-stem,,,,,,,
OD,od-cpsaa3.2,CPSAA3.2,"Distribuye en un grupo las tareas, recursos y responsabilidades de manera ecuánime, según sus objetivos, favoreciendo un enfoque sistémico para contribuir a la consecución de objetivos compartidos.",kc-cpsaa,,,,,,,
OD,od-ce3,CE3,"Lleva a cabo el proceso de creación de ideas y soluciones innovadoras y toma decisiones, con sentido crítico y ético, aplicando conocimientos técnicos específicos y estrategias ágiles de planificación y gestión de proyectos, y reflexiona sobre el proceso realizado y el resultado obtenido, para elaborar un prototipo final de valor para el resto de las personas, considerando tanto la experiencia de éxito como de fracaso, una oportunidad para aprender.",kc-ce,,,,,,,
OD,od-ccec3.2,CCEC3.2,"Descubre la autoexpresión, a través de la interactuación corporal y la experimentación con diferentes herramientas y lenguajes artísticos, enfrentándose a situaciones creativas con una actitud empática y colaborativa, y con autoestima, iniciativa e imaginación.",kc-ccec,,,,,,,
SC,sc-hesp2-1,CEs 1,"Valorar los movimientos y acciones que han promovido las libertades en la historia de España, utilizando términos y conceptos históricos, a través del análisis comparado de los distintos regímenes políticos, para reconocer el legado democrático de la Constitución de 1978 como fundamento de nuestra convivencia y garantía de nuestros derechos.",od-ccl2,od-cpsaa1.2,od-cpsaa3.1,od-cc1,od-cc2,,,
SC,sc-hesp2-2,CEs 2,"Reconocer y valorar la diversidad identitaria de nuestro país, por medio del contraste de la información y la revisión crítica de fuentes, tomando conciencia del papel que juega en la actualidad, para respetar los sentimientos de pertenencia, la existencia de identidades múltiples, y las normas y los símbolos que establece nuestro marco común de convivencia.",od-ccl3,od-cpsaa3.1,od-cc1,od-cc2,od-cc3,od-ccec1,od-ccec2,
SC,sc-hesp2-3,CEs 3,"Analizar y valorar la idea de progreso desde la perspectiva del bienestar social y de la sostenibilidad, a través de la interpretación de los factores modernizadores de la economía española, el uso de métodos cuantitativos y el análisis crítico de las desigualdades sociales y territoriales, para considerar el emprendimiento, la innovación y el aprendizaje permanente como elementos fundamentales en un entorno económico y profesional en constante cambio.",od-stem1,od-stem4,od-cd2,od-cpsaa1.2,od-cpsaa2,od-cc1,od-cc4,
SC,sc-hesp2-4,CEs 4,"Tomar conciencia de la diversidad social a través del análisis multidisciplinar de los cambios y continuidades de la sociedad española a lo largo del tiempo, la evolución de la población, los niveles y modos de vida, las condiciones laborales y los movimientos y conflictos sociales, para valorar el alcance de las medidas adoptadas y los progresos y limitaciones para avanzar en la igualdad, el bienestar, la justicia y la cohesión social.",od-ccl2,od-ccl4,od-stem4,od-cd1,od-cpsaa4,od-cc1,od-cc3,od-ccec2
SC,sc-hesp2-5,CEs 5,"Analizar críticamente el papel de las creencias y de las ideologías en la articulación social, en el uso del poder y en la configuración de identidades y proyectos políticos contrapuestos, a través del estudio de fuentes primarias y textos historiográficos y la fundamentación de juicios propios, para debatir sobre problemas actuales, transferir conocimiento, valorar la diversidad cultural y mostrar actitudes respetuosas ante ideas legítimas diferentes a las propias.",od-ccl3,od-stem4,od-cpsaa3.1,od-cpsaa4,od-cc1,od-cc2,od-cc3,od-ccec1
SC,sc-hesp2-6,CEs 6,"Interpretar el valor geoestratégico de España y su conexión con la historia mundial, señalando las analogías y singularidades de su evolución histórica en un contexto global cambiante, por medio de la búsqueda y el tratamiento de información, para avalar los compromisos de nuestro país en materia de cooperación y seguridad, promover actitudes solidarias y asumir los valores del europeísmo.",od-stem4,od-cpsaa1.1,od-cpsaa4,od-cc1,od-cc2,od-cc3,od-ccec1,od-ccec2
SC,sc-hesp2-7,CEs 7,"Incorporar la perspectiva de género en el análisis de la España actual y de su historia, a través de la contextualización histórica de fuentes literarias y artísticas y la investigación sobre el movimiento feminista, para reconocer su presencia en la historia y promover actitudes en defensa de la igualdad efectiva de mujeres y hombres.",od-ccl4,od-cpsaa1.1,od-cpsaa1.2,od-cpsaa3.1,od-cc2,od-cc3,od-ccec1,od-ccec2
SC,sc-hesp2-8,CEs 8,"Valorar el patrimonio histórico y cultural como legado y expresión de la memoria colectiva, identificando los significados y usos públicos que reciben determinados acontecimientos y procesos del pasado, por medio del análisis de la historiografía y del pensamiento histórico, para el desarrollo de la iniciativa, del trabajo en equipo, de la creatividad y de la implicación en cuestiones de interés social y cultural.",od-stem3,od-cpsaa1.1,od-cpsaa3.1,od-cpsaa3.2,od-cc1,od-cc3,od-ce3,od-ccec3.2
EC,ec-hesp2-1.1,1.1,"Reconocer el legado democrático y las acciones en favor de la libertad, identificando y comparando los distintos regímenes políticos y sus respectivos textos constitucionales, desde la quiebra del absolutismo y los inicios de la España liberal a la actualidad, utilizando adecuadamente términos y conceptos históricos valorando el grado y alcance de los derechos y libertades que reconocen y la aplicación efectiva de los mismos.",,,,,,,,
EC,ec-hesp2-1.2,1.2,"Identificar y valorar el papel de la Transición en el establecimiento de la democracia actual y la Constitución de 1978 como fundamento y garantía de los derechos y libertades de las españolas y los españoles, a través de la elaboración de juicios propios acerca de los principales debates que afectan al sistema constitucional, mediante el dominio de procesos de búsqueda y tratamiento de la información.",,,,,,,,
EC,ec-hesp2-2.1,2.1,"Contrastar la información y desarrollar procesos de crítica de fuentes analizando el origen y la evolución de las identidades nacionales y regionales que se han formado a lo largo de la historia de España, reconociendo la pluralidad identitaria de nuestro país y respetando los distintos sentimientos de pertenencia.",,,,,,,,
EC,ec-hesp2-2.2,2.2,"Identificar los distintos procesos políticos, culturales y administrativos que han tenido lugar en la formación del Estado y en la construcción de la nación española, analizando críticamente los logros y resultados de las acciones llevadas a cabo y las reacciones generadas, conociendo y respetando tanto las identidades múltiples como los símbolos y normas comunes que conforman el marco actual de convivencia.",,,,,,,,
EC,ec-hesp2-3.1,3.1,"Analizar la evolución económica de España, sus ritmos y ciclos de crecimiento, valiéndose del manejo de datos, representaciones gráficas y recursos digitales, interpretando su particular proceso de modernización en el contexto de los países del entorno y los debates historiográficos sobre su desarrollo industrial, considerando el emprendimiento, la innovación y el aprendizaje permanente como formas de afrontar los retos de un entorno económico y profesional en constante cambio.",,,,,,,,
EC,ec-hesp2-3.2,3.2,"Entender los distintos significados de la idea del progreso en sus contextos históricos, desarrollando el estudio multicausal de los modelos de desarrollo económico aplicados a la España contemporánea y analizando críticamente la idea de modernización, valorando sus efectos en relación a la desigualdad social, los desequilibrios territoriales, la degradación ambiental y las relaciones de dependencia, así como reflejando actitudes en favor de los Objetivos de Desarrollo Sostenible y los comportamientos ecosociales.",,,,,,,,
EC,ec-hesp2-4.1,4.1,"Describir las grandes transformaciones sociales y los diferentes modos de organización y participación política que se han producido en España desde el paso del Antiguo Régimen a la nueva sociedad burguesa, analizando el surgimiento y evolución del concepto de ciudadanía y de las nuevas formas de sociabilidad, utilizando adecuadamente términos históricos y conceptos historiográficos, e identificando las desigualdades y la concentración del poder en determinados grupos sociales.",,,,,,,,
EC,ec-hesp2-4.2,4.2,"Analizar de manera multidisciplinar la diversidad y la desigualdad social existente en la historia contemporánea de España, la evolución de la población y los cambios en las condiciones y modos de vida, interpretando las causas y motivos de la conflictividad social y su articulación en distintos movimientos sociales, considerando la acción motivada de los sujetos y las medidas de distinto tipo adoptadas por el estado.",,,,,,,,
EC,ec-hesp2-4.3,4.3,"Deducir a través del estudio crítico de noticias y datos estadísticos la evolución del estado social, identificando los logros y retrocesos experimentados y las medidas adoptadas por el estado hasta el presente, la evolución de los niveles de vida y de bienestar, así como los límites y retos de futuro, desde una perspectiva solidaria en favor de los colectivos más vulnerables.",,,,,,,,
EC,ec-hesp2-5.1,5.1,"Referir el papel que han representado las creencias religiosas y las instituciones eclesiásticas en la configuración territorial y política de España, considerando críticamente aquellos momentos en los que ha primado la uniformidad y la intolerancia contra las minorías étnicas, religiosas o culturales.",,,,,,,,
EC,ec-hesp2-5.2,5.2,"Generar opiniones argumentadas, debatir y transferir ideas y conocimientos sobre la función que han desempeñado las ideologías en la articulación social y política de la España contemporánea, comprendiendo y contextualizando dichos fenómenos a través de la lectura de textos historiográficos e identificando las principales culturas políticas que han ido sucediéndose, sus formas de organización y los diferentes proyectos políticos que representaban, expresando actitudes respetuosas ante ideas diferentes a las propias.",,,,,,,,
EC,ec-hesp2-5.3,5.3,"Emplear el rigor metodológico de la historia en el estudio de las grandes reformas estructurales que acometió la II República, identificando sus logros y las reacciones antidemocráticas que se produjeron y que derivaron en el golpe de Estado de 1936, aproximándose a la historiografía sobre la Guerra Civil y al marco conceptual del estudio de los sistemas totalitarios y autoritarios a través de la interpretación de la evolución del Franquismo.",,,,,,,,
EC,ec-hesp2-6.1,6.1,"Señalar los retos globales y los principales compromisos del Estado español en la esfera internacional, así como los que se derivan de su integración en la Unión Europea, a través de procesos de búsqueda, selección y tratamiento de la información, así como del reconocimiento de los valores de la cooperación, la seguridad nacional e internacional, la sostenibilidad, la solidaridad, el europeísmo y el ejercicio de una ciudadanía ética digital.",,,,,,,,
EC,ec-hesp2-6.2,6.2,"Reconocer el valor geoestratégico de la península Ibérica, identificando el rico legado histórico y cultural generado a raíz de su conexión con procesos históricos relevantes, caracterizando las especificidades y singularidades de su evolución con respecto a otros países europeos y los estereotipos asociados a las mismas, así como la influencia de las relaciones internacionales.",,,,,,,,
EC,ec-hesp2-7.1,7.1,"Introducir la perspectiva de género en la observación y análisis de la realidad histórica y actual, identificando los mecanismos de dominación que han generado y mantenido la desigualdad entre hombres y mujeres, así como los roles asignados y los espacios de actividad ocupados tradicionalmente por la mujer.",,,,,,,,
EC,ec-hesp2-7.2,7.2,"Constatar el papel relegado de la mujer en la historia analizando fuentes literarias y artísticas, valorando las acciones en favor de la emancipación de la mujer y del movimiento feminista y recuperando figuras individuales y colectivas como protagonistas silenciadas y omitidas de la historia.",,,,,,,,
EC,ec-hesp2-8.1,8.1,"Realizar trabajos de indagación e investigación, iniciándose en la metodología histórica y la historiografía, mediante la generación de productos relacionados con la memoria colectiva sobre acontecimientos, personajes o elementos patrimoniales de interés social o cultural del entorno local, considerando el patrimonio histórico como un bien común que se debe proteger.",,,,,,,,
SB,sb-hesp2-a1,A.1,"El trabajo de las historiadoras e historiadores, la historiografía y la metodología histórica. Conciencia histórica y conexión entre el pasado y el presente. Usos públicos de la Historia: las interpretaciones historiográficas sobre determinados procesos y acontecimientos relevantes de la historia de España y el análisis de los conocimientos históricos presentes en los debates de la sociedad actual.",,,,,,,,
SB,sb-hesp2-a2,A.2,"El significado geoestratégico de la península Ibérica y la importancia del legado histórico y cultural. El Mediterráneo, el Atlántico y la Europa continental en las raíces de la historia contemporánea.",,,,,,,,
SB,sb-hesp2-a3,A.3,El proceso de construcción nacional en España. De la centralización política y administrativa a la formación y desarrollo del estado liberal.,,,,,,,,
SB,sb-hesp2-a4,A.4,El significado de la monarquía hispánica y de la herencia colonial en la España contemporánea. Estereotipos y singularidades de la historia de España en el contexto internacional.,,,,,,,,
SB,sb-hesp2-a5,A.5,"Religión, iglesia y estado. El papel del catolicismo en la configuración cultural y política de España y en los movimientos políticos y sociales. La situación de las minorías religiosas. Las relaciones entre la Iglesia y el Estado liberal. El nacionalcatolicismo. Laicismo, librepensamiento y secularización. El anticlericalismo.",,,,,,,,
SB,sb-hesp2-a6,A.6,"Estudio comparado de los regímenes liberales y del constitucionalismo en España: de los inicios del régimen liberal y la constitución de 1812, los orígenes de la democracia, hasta la Constitución democrática de 1931. Términos y conceptos de la historia para el estudio de los sistemas políticos.",,,,,,,,
SB,sb-hesp2-a7,A.7,"Ideologías y culturas políticas en la España contemporánea: conflictividad, sistemas políticos y usos del poder. Estudio de textos y contextos de las facciones, partidos y movimientos políticos, desde el carlismo y las distintas fuerzas monárquicas al republicanismo y el obrerismo revolucionario. El movimiento obrero en Asturias. El papel de los exilios en la España contemporánea y su contribución a la construcción de la Europa de las libertades.",,,,,,,,
SB,sb-hesp2-a8,A.8,"La transición al capitalismo en España. Los debates historiográficos acerca de la industrialización del país y de su dependencia exterior. El modelo de desarrollo económico español, ritmos y ciclos de crecimiento. Dificultades logísticas, materiales y humanas para la industrialización de Asturias.",,,,,,,,
SB,sb-hesp2-a9,A.9,Cambios sociales y nuevas formas de sociabilidad: interpretaciones sobre la transformación de la sociedad estamental y el desarrollo del nuevo concepto de ciudadanía.,,,,,,,,
SB,sb-hesp2-a10,A.10,"Trabajo y condiciones de vida. La evolución de la sociedad española. Población, familias y ciclos de vida. Servidumbre señorial, proletarización industrial, el nacimiento de las clases medias y el estado del bienestar.",,,,,,,,
SB,sb-hesp2-a11,A.11,Mundo rural y mundo urbano. Relaciones de interdependencia y de reciprocidad entre el campo y la ciudad desde una perspectiva histórica. De la sociedad agraria al éxodo rural y a la España vaciada.,,,,,,,,
SB,sb-hesp2-a12,A.12,"La lucha por la igualdad y la justicia social: conflictividad, movimientos sociales y asociacionismo obrero. La acción del sujeto en la historia. La acción del estado y las políticas sociales.",,,,,,,,
SB,sb-hesp2-a13,A.13,"La II República y la transformación democrática de España: las grandes reformas estructurales y el origen histórico de las mismas. Realizaciones sociales, políticas y culturales; reacciones antidemocráticas contra las reformas.",,,,,,,,
SB,sb-hesp2-a14,A.14,"El golpe de estado de 1936, la Guerra Civil y el Franquismo: aproximación a la historiografía sobre el conflicto y al marco conceptual de los sistemas totalitarios y autoritarios. Fundamentos ideológicos del régimen franquista, relaciones internacionales y etapas políticas y económicas. La represión, la resistencia, el exilio y los movimientos de protesta contra la dictadura por la recuperación de los valores, derechos y libertades democráticas.",,,,,,,,
SB,sb-hesp2-a15,A.15,"Mecanismos de dominación, roles de género, espacios de actividad y escenarios de sociabilidad de las mujeres en la historia de España. Protagonistas femeninas individuales y colectivas. La lucha por la emancipación de la mujer y los movimientos feministas. Fuentes literarias y artísticas en los estudios de género.",,,,,,,,
SB,sb-hesp2-b1,B.1,"Memoria democrática: reconocimiento de las acciones y movimientos en favor de la libertad en la historia contemporánea de España, conciencia de los hechos traumáticos y dolorosos del pasado y del deber de no repetirlos. Reconocimiento, reparación y dignificación de las víctimas de la violencia y del terrorismo en España. Las políticas de memoria en España. Los lugares de memoria. Ley para la recuperación de la memoria democrática en el Principado de Asturias.",,,,,,,,
SB,sb-hesp2-b2,B.2,La cuestión nacional: conciencia histórica y crítica de fuentes para abordar el origen y la evolución de los nacionalismos y regionalismos en la España contemporánea. Evolución histórica del regionalismo asturiano.,,,,,,,,
SB,sb-hesp2-b3,B.3,"Crecimiento económico y sostenibilidad: manejo de datos, aplicaciones y gráficos para el análisis de la evolución de la economía española y asturiana desde el Desarrollismo a la actualidad. Desequilibrios sociales, territoriales y ambientales.",,,,,,,,
SB,sb-hesp2-b4,B.4,"La Transición y la Constitución de 1978: identificación de los retos, logros, dificultades y resistencias del fin de la dictadura y el establecimiento de la democracia. La normalización democrática y la amenaza del terrorismo. El Estatuto de Autonomía del Principado de Asturias.",,,,,,,,
SB,sb-hesp2-b5,B.5,"España en Europa: derivaciones económicas, sociales y políticas del proceso de integración en la Unión Europea, situación actual y expectativas de futuro.",,,,,,,,
SB,sb-hesp2-b6,B.6,"España y el mundo: la contribución de España a la seguridad y cooperación mundial y su participación en los organismos internacionales. El compromiso institucional, social y ciudadano ante los Objetivos de Desarrollo Sostenible.",,,,,,,,
SB,sb-hesp2-c1,C.1,"Conciencia democrática: conocimiento de los principios y normas constitucionales, ejercicio de los valores cívicos y participación ciudadana.",,,,,,,,
SB,sb-hesp2-c2,C.2,Identidad y sentimientos de pertenencia: reconocimiento de las identidades múltiples y de los símbolos y normas comunes del estado español.,,,,,,,,
SB,sb-hesp2-c3,C.3,Comportamiento ecosocial: compromiso con los Objetivos de Desarrollo Sostenible.,,,,,,,,
SB,sb-hesp2-c4,C.4,Ciudadanía ética digital: respeto a la propiedad intelectual. Participación y ejercicio de la ciudadanía global a través de las tecnologías digitales. Prevención y defensa ante la desinformación y la manipulación.,,,,,,,,
SB,sb-hesp2-c5,C.5,Los valores del europeísmo: principios que guían la idea de la Unión Europea y actitud participativa ante los programas y proyectos comunitarios.,,,,,,,,
SB,sb-hesp2-c6,C.6,"Solidaridad y cooperación: los grandes desafíos que afectan a España y al mundo y conductas tendentes al compromiso social, el asociacionismo y el voluntariado.",,,,,,,,
SB,sb-hesp2-c7,C.7,"La cultura de seguridad nacional e internacional; instrumentos estatales e internacionales para preservar los derechos, las libertades y el bienestar de la ciudadanía.",,,,,,,,
SB,sb-hesp2-c8,C.8,"Conservación y difusión del patrimonio histórico: el valor patrimonial, social y cultural de la memoria colectiva. Los espacios de memoria en la Ley para la recuperación de la memoria democrática en el Principado de Asturias. Archivos, museos y centros de divulgación e interpretación histórica, estatales y autonómicos.",,,,,,,,
BB,bb-hesp2-a,A,Sociedades en el tiempo,,,,,,,,
BB,bb-hesp2-b,B,Retos del mundo actual,,,,,,,,
BB,bb-hesp2-c,C,Compromiso cívico,,,,,,,,
